Las enfermeras con títulos de posgrado en enfermería que atienden a pacientes de todas las edades, y que centran sus esfuerzos en la atención de necesidades de salud de toda la familia	el enfermero con título de posgrado en enfermería que atender a paciente de todo el edad , y que centrar su esfuerzo en el atención de necesidad de salud de todo el familia
Las enfermeras que proporcionan cuidados de enfermería en países distintos de aquellos en los que recibieron su formación	el enfermero que proporcionar cuidar de enfermería en país distinto de aquel en el que recibir su formación
Las enfermeras, cuyo objetivo es mejorar la salud y calidad de vida en una población o comunidad a través de la prevención y el tratamiento de la enfermedad y otras condiciones de salud física y mental, la vigilancia de los casos y los indicadores de salud , y la promoción de comportamientos saludables a través de la educación y sensibilización del público	el enfermero , cuyo objetivo ser mejorar el salud y calidad de vida en uno población o comunidad a través de el prevención y el tratamiento de el enfermedad y otro condición de salud físico y mental , el vigilancia de el caso y el indicador de salud , y el promoción de comportamiento saludable a través de el educación y sensibilización de+el público
Las enfermeras, cuyo trabajo combina elementos tanto de enfermería de atención primaria y la práctica de la salud pública y tiene lugar principalmente fuera de la institución terapéutica . Los cuidados de enfermería primaria están dirigidos a individuos, familias o grupos en su entorno natural dentro de las comunidades	el enfermero , cuyo trabajo combinar elemento tanto de enfermería de atención primario y el práctica de el salud público y tener lugar principalmente fuera de el institución terapéutico . el cuidado de enfermería primario estar dirigir a individuo , familia o grupo en su entorno natural dentro de el comunidad
Las personas con licencia para practicar la medicina	el persona con licencia para practicar el medicina
Las personas cuya profesión consiste en dar asesoría legal y asistencia a los clientes y representarlos en asuntos legales. ( Traducción libre del original: American Heritage Dictionary, 3d ed	el persona cuyo profesión consistir en dar asesoría legal y asistencia a el cliente y representar+lo en asunto legal . ( traducción libre de+el original : american heritage dictionary , 3 d ed
Las personas formadas en FISIOTERAPIA para hacer uso de las MODALES DE FISIOTERAPIA para prevenir, corregir y aliviar la disfunción del movimiento	el persona formar en fisioterapia para hacer uso de el modales de fisioterapia para prevenir , corregir y aliviar el disfunción de+el movimiento
Las personas o entidades que introducen una nueva composición, dispositivo o proceso, así como las mejoras de los mismos	el persona o entidad que introducir uno nuevo composición , dispositivo o proceso , así como el mejora de el mismo
Las personas que cultivan la tierra para los cultivos o criar GANADO	el persona que cultivar el tierra para el cultivo o criar ganado
Las personas que están presentes como una tercera parte durante los encuentros médicos , como el examen físico por un profesional de la salud de un individuo del sexo opuesto	el persona que estar presente como uno 3 parte durante el encuentro médico , como el examen físico por uno profesional de el salud de uno individuo de+el sexo oponer
Las personas que, bajo la supervisión de licenciados FISIOTERAPEUTAS , proporcionan el tratamiento del paciente utilizando diversas técnicas de MODALIDADES DE FISIOTERAPIA	el persona que , bajo el supervisión de licenciar fisioterapeuta , proporcionar el tratamiento de+el paciente utilizar diverso técnica de modalidad de fisioterapia
Maestros	maestro
Marines	marine
Miembros de la tripulación de una nave espacial , incluyendo los que viajan al espacio y los que se están entrenando para un vuelo espacial	miembro de el tripulación de uno nave espacial , incluir el que viajar a+el espacio y el que se estar entrenar para uno vuelo espacial
Miembros de una comunidad religiosa de hombres que habitualmente viven bajo votos de pobreza , castidad y obediencia	miembro de uno comunidad religioso de hombre que habitualmente vivir bajo voto de pobreza , castidad y obediencia
Miembros de una comunidad religiosa de mujeres que típicamente viven bajo votos de pobreza , castidad y obediencia	miembro de uno comunidad religioso de mujer que típicamente vivir bajo voto de pobreza , castidad y obediencia
Miembros de varias profesiones (e.g. MÉDICOS ) u ocupaciones (por ejemplo, POLICIA 	miembro de varios profesión ( y . g . médico ) u ocupación ( por ejemplo , policia
Miembros del directorio de una institución u organización a quienes se les confía la administración de fondos y la dirección de la política	miembro de+el directorio de uno institución u organización a quien se les confiar el administración de fondo y el dirección de el política
Miembros del personal responsable de enseñar a los estudiantes en una escuela desde el pre-kindergarten hasta el duodécimo grado	miembro de+el personal responsable de enseñar a el estudiante en uno escuela desde el pre-kindergarten hasta el 12 grado
Mujeres autorizadas para practicar la medicina	mujer autorizar para practicar el medicina
Mujeres laicas capacitados que proporcionan apoyo emocional y / o físico durante el parto obstétrico y el período postparto para las madres y sus parejas	mujer laico capacitar que proporcionar apoyo emocional y / o físico durante el parto obstétrico y el período postparto para el madre y su pareja
Médico Examinador	médico examinador
Médicos Anestesiólogos	médico anestesiólogo
Médicos Examinadores	médico examinador
Médicos Forenses y Examinadores	médico forense y examinador
Médicos Graduados Extranjeros	médico graduado extranjero
Médicos Hospitalarios	médico hospitalario
Médicos Laborales	médico laboral
Médicos Recién Graduados	médico recién graduar
Médicos calificados para ejercer la cirugía	médico calificar para ejercer el cirugía
Médicos cuya práctica no se limita a un campo específico de la MEDICINA	médico cuyo práctica no se limitar a uno campo específico de el medicina
Médicos de Pies Descalzos	médico de pie descalzo
Médicos de Salud Ocupacional	médico de salud ocupacional
Médicos designados para investigar todos los casos de muerte repentina o violenta	médico designar para investigar todo el caso de muerte repentino o violento
Médicos empleados en una compañía o un establecimiento corporativo que no está generalmente en la industria de la atención en salud	médico empleado en uno compañía o uno establecimiento corporativo que no estar generalmente en el industria de el atención en salud
Médicos empleados para trabajar exclusivamente en el marco hospitalario, primordialmente en organizaciones de cuidados dirigidos. Ellos son los médicos de cabecera o principales responsables del paciente durante la hospitalización	médico empleado para trabajar exclusivamente en el marco hospitalario , primordialmente en organización de cuidado dirigir . ellos ser el médico de cabecera o principal responsable de+el paciente durante el hospitalización
Médicos empleados por un servicio médico, que sirven en una función administrativa o médica como jefe de personal médico, y que también actuan como vínculo entre el cuerpo médico y la administración	médico empleado por uno servicio médico , que servir en uno función administrativo o médico como jefe de personal médico , y que también actuan como vínculo entre el cuerpo médico y el administración
Médicos especializados en ANESTESIOLOGÍA	médico especializar en anestesiología
Médicos especializados en ONCOLOGÍA MÉDICA o sus subespecialidades ONCOLOGÍA POR RADIACIÓN u ONCOLOGÍA QUIRÚRGICA	médico especializar en oncología médico o su subespecialidad oncología por radiación u oncología quirúrgico
Médicos especializados en aspectos fisiológicos y patológicos del envejecimiento y los ancianos, incluyendo los problemas clínicos de senescencia y senilidad	médico especializar en aspecto fisiológico y patológico de+el envejecimiento y el anciano , incluir el problema clínico de senescencia y senilidad
Médicos especializados en el diagnóstico y tratamiento de enfermedades del tracto urinario en ambos sexos, y el tracto genital en el hombre	médico especializar en el diagnóstico y tratamiento de enfermedad de+el tracto urinario en ambos sexo , y el tracto genital en el hombre
Médicos especializados en el tratamiento de personas con hipersensibilidad a los ALÉRGENOS	médico especializar en el tratamiento de persona con hipersensibilidad a el alérgenos
Médicos especializados en el tratamiento de trastornos del oído, la nariz y la garganta	médico especializar en el tratamiento de trastorno de+el oído , el nariz y el garganta
Médicos especializados en el tratamiento de trastornos físicos y lesiones que afectan el cerebro , la médula espinal , los nervios, los huesos , las articulaciones , los ligamentos , los músculos y los tendones	médico especializar en el tratamiento de trastorno físico y lesión que afectar el cerebro , el médula espinal , el nervio , el hueso , el articulación , el ligamento , el músculo y el tendón
Médicos especializados en el tratamiento del cáncer por RADIOTERAPIA	médico especializar en el tratamiento de+el cáncer por radioterapia
Médicos especializados en el uso de rayos X y otras formas de energía radiante para el diagnóstico y tratamiento de enfermedades	médico especializar en el uso de rayo x y otro forma de energía radiante para el diagnóstico y tratamiento de enfermedad
Médicos especializados en métodos médicos , quirúrgicos y físicos utilizados para tratar y corregir deformidades, enfermedades y lesiones del sistema esquelético, sus articulaciones y estructuras asociadas	médico especializar en método médico , quirúrgico y físico utilizar para tratar y corregir deformidad , enfermedad y lesión de+el sistema esquelético , su articulación y estructura asociar
Médicos licenciados entrenados en MEDICINA OSTEOPATICA . Un médico osteopático, también conocido D.O. (Doctor en Osteopatía), es capaz de realizar cirugía y prescribir medicamentos	médico licenciado entrenar en medicina osteopatica . uno médico osteopático , también conocer d . o . ( doctor en osteopatía ) , ser capaz de realizar cirugía y prescribir medicamento
Médicos que evalúan los cambios en la estructura y función celular para diagnosticar los procesos de las enfermedades	médico que evaluar el cambio en el estructura y función celular para diagnosticar el proceso de el enfermedad
Médicos que poseen diplomas de universidades de otros países y no del país en el cual practican	médico que poseer diploma de universidad de otro país y no de+el país en el cual practicar
Médicos que se especializan el tratamiento de enfermedades del SISTEMA DIGESTIVO	médico que se especializar el tratamiento de enfermedad de+el sistema digestivo
Médicos que se especializan en el tratamiento de ENFERMEDADES DEL SISTEMA ENDOCRINO	médico que se especializar en el tratamiento de enfermedad de+el sistema endocrino
Médicos que se especializan en el tratamiento de ENFERMEDADES REUMÁTICAS	médico que se especializar en el tratamiento de enfermedad reumático
Médicos que se especializan en el tratamiento de los trastornos del SISTEMA RESPIRATORIO , especialmente en el diagnóstico y tratamiento de enfermedades y defectos de los pulmones y del árbol bronquial	médico que se especializar en el tratamiento de el trastorno de+el sistema respiratorio , especialmente en el diagnóstico y tratamiento de enfermedad y defecto de el pulmón y de+el árbol bronquial
Médicos que se especializan en el tratamiento de trastornos de la píel	médico que se especializar en el tratamiento de trastorno de el píel
Médicos que se especializan en proporcionar atención médica a los recién nacidos	médico que se especializar en proporcionar atención médico a el recién nacer
Médicos u otras personas responsables por la implementación y supervisión de políticas y procedimientos cumplidos por una institución de atención en salud para reducir el riesgo de infección para los pacientes y el cuerpo profesional	médico u otro persona responsable por el implementación y supervisión de político y procedimiento cumplir por uno institución de atención en salud para reducir el riesgo de infección para el paciente y el cuerpo profesional
NVOCC	nvocc
Nurses' aides/Ayudantes de enfermeros : Personal auxiliar de salud que asiste a la enfermera profesional en actividades de rutina	nurse ' aides / ayudante de enfermero : personal auxiliar de salud que asistir a el enfermero profesional en actividad de rutina
Oculistas	oculista
Odontólogos Mujeres	odontólogo mujer
Oficiales Encargados de la Ley	oficial encargado de el ley
Operador 9-1-1	operador 9-1-1
Operador 911	operador 911
Operadores 9-1-1	operador 9-1-1
Operadores 911	operador 911
Orientadores	orientador
Ortodoncista	ortodoncista
Ortopedistas	ortopedista
Paramédicos de Urgencia	paramédico de urgencia
Pastores	pastor
Peluquero de hombres	peluquero de hombre
Personal DOCENTE y administrativo con rango académico en una institución educativa postsecundaria	personal docente y administrativo con rango académico en uno institución educativo postsecundario
Personal Naval	personal naval
Personal administrativo responsable por la implementacion de política y de dirigir las actividades de centros de atención a la salud	personal administrativo responsable por el implementacion de política y de dirigir el actividad de centro de atención a el salud
Personal administrativo responsable por la implementación de políticas y dirección de actividades en un hospital	personal administrativo responsable por el implementación de político y dirección de actividad en uno hospital
Personal capacitado para prestar los primeros servicios, atención y apoyo en URGENCIAS MÉDICAS o DESASTRES	personal capacitar para prestar el 1 servicio , atención y apoyo en urgencia médico o desastre
Personal cuyo trabajo es designado y supervisado por un dentista	personal cuyo trabajo ser designar y supervisar por uno dentista
Personal de Educación	personal de educación
Personal de Enfermería en Hospital	personal de enfermería en hospital
Personal de Laboratorio Clínico	personal de laboratorio clínico
Personal de Odontología en Hospital	personal de odontología en hospital
Personal de Respuesta de Emergencia	personal de respuesta de emergencia
Personal de Salud	personal de salud
Personal de odontología que ejerce en hospitales	personal de odontología que ejercer en hospital
Personal de salud que no obtuvieron el título profesional o credenciales, pero completaron el entrenamiento y tienen licencia para prestar atención médica de rutina bajo la dirección de las enfermeras y los médicos registrados	personal de salud que no obtener el título profesional o credencial , pero completar el entrenamiento y tener licencia para prestar atención médico de rutina bajo el dirección de el enfermero y el médico registrar
Personal del Ejército	personal de+el ejército
Personal docente y administrativo con rango académico en una escuela de medicina	personal docente y administrativo con rango académico en uno escuela de medicina
Personal docente y administrativo con rango académico en una escuela o departamento de farmacia	personal docente y administrativo con rango académico en uno escuela o departamento de farmacia
Personal especialmente capacitado para asistir en procedimientos técnicos de rutina en salas de operación	personal especialmente capacitar para asistir en procedimiento técnico de rutina en sala de operación
Personal medico calificado que se especializa en el tratamiento quirúrgico de las enfermedades del CEREBRO y de otras partes del SISTEMA NERVIOSO	personal medicar calificar que se especializar en el tratamiento quirúrgico de el enfermedad de+el cerebro y de otro parte de+el sistema nervioso
Personal médico profesional aprobado para proporcionar atención médica en un hospital	personal médico profesional aprobar para proporcionar atención médico en uno hospital
Personal médico profesional que proporciona atención a pacientes en un centro, institución o agencia de salud	personal médico profesional que proporcionar atención a paciente en uno centro , institución o agencia de salud
Personal paramédico capacitado para proporcionar atención basica de emergência y de protección a la vida, bajo la supervisión de médicos y/o enfermeras. Estos servicios pueden ser ejecutados fuera de una unidad de emergência, en una ambulancia o en una institución de atención a la salud	personal paramédico capacitar para proporcionar atención basica de emergência y de protección a el vida , bajo el supervisión de médico y / o enfermero . este servicio poder ser ejecutar fuera de uno unidad de emergência , en uno ambulancia o en uno institución de atención a el salud
Personal que proporciona cuidados de enfermería a pacientes en un hospital	personal que proporcionar cuidar de enfermería a paciente en uno hospital
Personal que proporciona cuidados de enfermería en instituciones u organismos	personal que proporcionar cuidar de enfermería en institución u organismo
Personal que proporciona servicio odontológico a pacientes en una clínica organizada, institución o agencia	personal que proporcionar servicio odontológico a paciente en uno clínica organizar , institución o agencia
Personas academicamente entrenadas para cuidar de pacientes con enfermedades de los ojos o defectos estructurales de los ojos, bajo la supervisión de un oftalmologista	persona academicamente entrenar para cuidar de paciente con enfermedad de el ojo o defecto estructural de el ojo , bajo el supervisión de uno oftalmologista
Personas capacitadas para asistir al personal profesional de la salud en el contacto con residentes de la comunidad para evaluación de las necesidades de los servicios de salud	persona capacitar para asistir a+el personal profesional de el salud en el contacto con residente de el comunidad para evaluación de el necesidad de el servicio de salud
Personas capacitadas y certificadas para adminstrar ANESTÉSICOS	persona capacitar y certificar para adminstrar anestésico
Personas capacitadas y/o calificadas para operar una aeronave o un barco	persona capacitar y / o calificar para operar uno aeronave o uno barco
Personas empleadas por el GOBIERNO	persona emplear por el gobierno
Personas formadas en la ética filosófica o teológica que trabajan en la clínica, con investigación , política pública , o a otros lugares donde se llevan sus conocimientos técnicos en el análisis de los dilemas éticos en las políticas o los casos. ( Traducción libre del original: Bioethics Thesaurus	persona formar en el ética filosófico o teológico que trabajar en el clínica , con investigación , política público , o a otro lugar donde se llevar su conocimiento técnico en el análisis de el dilema ético en el político o el caso . ( traducción libre de+el original : bioethics thesaurus
Personas ordenadas para los deberes religiosos, que actúan como líderes y realizan servicios religiosos	persona ordenar para el deber religioso , que actuar como líder y realizar servicio religioso
Personas preparadas en una escuela reconocida o colégio odontológico y autorizadas, por el Estado en que residen, para ejercer la profilaxis bajo la dirección de un dentista licenciado	persona preparar en uno escuela reconocer o colégio odontológico y autorizar , por el estado en que residir , para ejercer el profilaxis bajo el dirección de uno dentista licenciar
Personas que asisten en los cuidados de rutina del paciente psiquiátrico, generalmente bajo la supervisión del departamento de enfermería	persona que asistir en el cuidado de rutina de+el paciente psiquiátrico , generalmente bajo el supervisión de+el departamento de enfermería
Personas que ayudan a enfermos, ancianos, discapacitados en la casa, llevando a cabo las tareas del cuidado personal y las faenas domésticas	persona que ayudar a enfermo , anciano , discapacitado en el casa , llevar a cabo el tarea de+el cuidado personal y el faena doméstico
Personas que cuidan a quienes necesitan supervisión o asistencia por enfermedad o discapacidad. Pueden brindar los cuidados en la casa, en un hospital o en una institución. Aunque los cuidadores incluyen al personal médico entrenado, enfermeros y demás personal de salud , el concepto también se refiere a padres , esposos u otros miembros de la familia , amigos , miembros del clero, maestros , trabajadores sociales , compañeros pacientes , etc	persona que cuidar a quien necesitar supervisión o asistencia por enfermedad o discapacidad . poder brindar el cuidado en el casa , en uno hospital o en uno institución . aunque el cuidador incluir a+el personal médico entrenar , enfermero y demás personal de salud , el concepto también se referir a padre , esposo u otro miembro de el familia , amigo , miembro de+el clero , maestro , trabajador social , compañero paciente , etc_.
Personas que ejecutan algunas funciones bajo la supervisión de un farmacéutico	persona que ejecutar alguno función bajo el supervisión de uno farmacéutico
Personas que fabrican y colocan DENTADURAS postizas sin la supervisión de dentistas. ( Traducción libre del original: Stedman's Medical Dictionary, 27 a ed) Ellos pueden o no tener educación formal en ciencias de la salud , pero están bien versados en el arte de la construcción de prótesis dentales	persona que fabricar y colocar dentadura postizo sin el supervisión de dentista . ( traducción libre de+el original : stedman's medical dictionary , 27 a ed ) ellos poder o no tener educación formal en ciencia de el salud , pero estar bien versar en el arte de el construcción de prótesis dental
Personas que han adquirido especialización o entrenamiento académico en otros países y no del país en el cual practican	persona que haber adquirir especialización o entrenamiento académico en otro país y no de+el país en el cual practicar
Personas que incluyen los soldados involucrados en las fuerzas armadas	persona que incluir el soldado involucrar en el fuerza armar
